athleteLabel,occupationOrSportLabel,dateOfBirth,dateOfDeath,careerStart,careerEnd
Agne Simonsson,association football,1935-10-19T00:00:00Z,2020-09-22T00:00:00Z,1955-01-01T00:00:00Z,1970-01-01T00:00:00Z
Agostinho Fortes Filho,association football,1901-09-09T00:00:00Z,1966-05-02T00:00:00Z,1917-01-01T00:00:00Z,1930-01-01T00:00:00Z
Agostinho Teixeira,association football,2000-01-01T00:00:00Z,1933-01-01T00:00:00Z,1933-01-01T00:00:00Z,1933-01-01T00:00:00Z
Agustín Balbuena,association football,1945-09-01T00:00:00Z,2021-03-09T00:00:00Z,1964-01-01T00:00:00Z,1978-01-01T00:00:00Z
Agustín Eizaguirre,association football,1897-10-07T00:00:00Z,1961-11-28T00:00:00Z,1912-01-01T00:00:00Z,1925-01-01T00:00:00Z
Agustín Faura Badia,association football,1927-09-03T00:00:00Z,2013-01-29T00:00:00Z,1953-01-01T00:00:00Z,1959-01-01T00:00:00Z
Agustín Jarabo,association football,1911-10-11T00:00:00Z,1961-01-20T00:00:00Z,1939-01-01T00:00:00Z,1944-01-01T00:00:00Z
Agustín Moreno,association football,1939-01-05T00:00:00Z,2024-06-02T00:00:00Z,1958-01-01T00:00:00Z,1966-01-01T00:00:00Z
Agustín Sauto Arana,association football,1908-05-11T00:00:00Z,1986-08-21T00:00:00Z,1925-01-01T00:00:00Z,1944-01-01T00:00:00Z
Agustín Villar Hernando,association football,1982-07-08T00:00:00Z,2013-07-26T00:00:00Z,2002-01-01T00:00:00Z,2012-01-01T00:00:00Z
Ahmed Mohamed Khan,association football,1926-12-24T00:00:00Z,2017-08-27T00:00:00Z,1949-01-01T00:00:00Z,1960-01-01T00:00:00Z
Ahmet Çalık,association football,1994-02-26T00:00:00Z,2022-01-11T00:00:00Z,2011-01-01T00:00:00Z,2022-01-01T00:00:00Z
Akeem Adams,association football,1991-04-13T00:00:00Z,2013-12-30T00:00:00Z,2008-01-01T00:00:00Z,2013-01-01T00:00:00Z
Alaa El-Hamouly,association football,1930-07-04T00:00:00Z,1984-01-13T00:00:00Z,1950-01-01T00:00:00Z,1961-01-01T00:00:00Z
Alain Ponelle,association football,1983-04-13T00:00:00Z,2013-02-02T00:00:00Z,2004-01-01T00:00:00Z,2013-01-01T00:00:00Z
Alain Thiry,association football,1943-12-07T00:00:00Z,2015-01-28T00:00:00Z,1964-01-01T00:00:00Z,1979-01-01T00:00:00Z
Alan Arnell,association football,1933-11-25T00:00:00Z,2013-05-05T00:00:00Z,1951-01-01T00:00:00Z,1965-01-01T00:00:00Z
Alan Ball Jr.,association football,1945-05-12T00:00:00Z,2007-04-25T00:00:00Z,1962-01-01T00:00:00Z,1987-01-01T00:00:00Z
Alan Blackburn,association football,1935-08-04T00:00:00Z,2014-01-14T00:00:00Z,1954-01-01T00:00:00Z,1968-01-01T00:00:00Z
Alan Hodgkinson,association football,1936-08-16T00:00:00Z,2015-12-08T00:00:00Z,1954-01-01T00:00:00Z,1971-01-01T00:00:00Z
Alan Woodward,association football,1946-09-07T00:00:00Z,2015-05-21T00:00:00Z,1964-01-01T00:00:00Z,1981-01-01T00:00:00Z
Albeiro Usuriaga,association football,1966-06-12T00:00:00Z,2004-02-11T00:00:00Z,1986-01-01T00:00:00Z,2003-01-01T00:00:00Z
Albert De Cleyn,association football,1917-06-28T00:00:00Z,1990-03-13T00:00:00Z,1933-01-01T00:00:00Z,1955-01-01T00:00:00Z
Albert Ebossé Bodjongo,association football,1989-10-06T00:00:00Z,2014-08-23T00:00:00Z,2008-01-01T00:00:00Z,2014-01-01T00:00:00Z
Albert Martorell i Otzet,association football,1916-03-13T00:00:00Z,2011-11-22T00:00:00Z,1933-01-01T00:00:00Z,1946-01-01T00:00:00Z
Albert Onyeawuna,association football,1935-01-01T00:00:00Z,2014-04-21T00:00:00Z,1954-01-01T00:00:00Z,1963-01-01T00:00:00Z
Albert Rougemont,association football,1928-10-20T00:00:00Z,2013-01-28T00:00:00Z,1951-01-01T00:00:00Z,1963-01-01T00:00:00Z
Albert Shesternyov,association football,1941-06-20T00:00:00Z,1994-11-05T00:00:00Z,1959-01-01T00:00:00Z,1972-01-01T00:00:00Z
Alberto Bertuccelli,association football,1924-01-14T00:00:00Z,2002-08-15T00:00:00Z,1942-01-01T00:00:00Z,1955-01-01T00:00:00Z
Alberto Bica,association football,1958-02-11T00:00:00Z,2021-08-22T00:00:00Z,1975-01-01T00:00:00Z,1998-01-01T00:00:00Z
Alberto Callejo,association football,1932-04-08T00:00:00Z,2013-08-21T00:00:00Z,1949-01-01T00:00:00Z,1963-01-01T00:00:00Z
Alberto Cardaccio,association football,1949-08-26T00:00:00Z,2015-01-28T00:00:00Z,1970-01-01T00:00:00Z,1982-01-01T00:00:00Z
Alberto Cardona,association football,2000-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/67ed6c84e2467a2bdad50f8c0fdd8bda,1944-01-01T00:00:00Z,1949-01-01T00:00:00Z
Alberto Cazaubón,association football,1929-09-25T00:00:00Z,2017-05-30T00:00:00Z,1948-01-01T00:00:00Z,1958-01-01T00:00:00Z
Alberto Coramini,association football,1944-08-02T00:00:00Z,2015-02-17T00:00:00Z,1964-01-01T00:00:00Z,1978-01-01T00:00:00Z
Alberto Cuello,association football,1908-09-23T00:00:00Z,http://www.wikidata.org/.well-known/genid/e151910c3e57000184f4063979015d63,1928-01-01T00:00:00Z,1941-01-01T00:00:00Z
Alberto Cuello,association football,1909-09-23T00:00:00Z,http://www.wikidata.org/.well-known/genid/e151910c3e57000184f4063979015d63,1928-01-01T00:00:00Z,1941-01-01T00:00:00Z
Alberto De Zorzi,association football,1926-04-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/6bec0737315230e8c37f1f34e9fbd58c,1945-01-01T00:00:00Z,1962-01-01T00:00:00Z
Alberto Duñabeitia Mota,association football,1900-01-07T00:00:00Z,1988-01-01T00:00:00Z,1917-01-01T00:00:00Z,1926-01-01T00:00:00Z
Alberto Espeche,association football,2000-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/fad9dd4183be8d6aeddfe6ab2ca00e08,1935-01-01T00:00:00Z,1937-01-01T00:00:00Z
Alberto Festa,association football,1939-07-21T00:00:00Z,2024-01-02T00:00:00Z,1955-01-01T00:00:00Z,1972-01-01T00:00:00Z
Alberto Fouilloux,association football,1940-11-22T00:00:00Z,2018-06-23T00:00:00Z,1957-01-01T00:00:00Z,1975-01-01T00:00:00Z
Alberto Jorge,association football,1950-01-01T00:00:00Z,2024-09-03T00:00:00Z,2002-01-01T00:00:00Z,2010-01-01T00:00:00Z
Alberto Ledesma,association football,1900-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/d02ebb4e253cae7bb1525311f21e56e9,1912-01-01T00:00:00Z,1915-01-01T00:00:00Z
Alberto Nicolás Anglese,association football,http://www.wikidata.org/.well-known/genid/e5cf65e995514fbc3739cbf230d04c67,1973-01-01T00:00:00Z,1927-01-01T00:00:00Z,1935-01-01T00:00:00Z
Alberto Onofre,association football,1947-07-05T00:00:00Z,2025-01-09T00:00:00Z,1964-01-01T00:00:00Z,1974-01-01T00:00:00Z
Alberto Ormaetxea,association football,1939-04-07T00:00:00Z,2005-10-28T00:00:00Z,1967-01-01T00:00:00Z,1973-01-01T00:00:00Z
Alberto Perazzo,association football,1935-02-04T00:00:00Z,2018-01-13T00:00:00Z,1955-01-01T00:00:00Z,1963-01-01T00:00:00Z
Alberto Sainz,association football,1937-12-13T00:00:00Z,2016-01-16T00:00:00Z,1958-01-01T00:00:00Z,1969-01-01T00:00:00Z
Alberto Spencer,association football,1937-12-06T00:00:00Z,2006-11-03T00:00:00Z,1955-01-01T00:00:00Z,1972-01-01T00:00:00Z
Alberto Tiberti,association football,1911-08-10T00:00:00Z,1977-04-07T00:00:00Z,1931-01-01T00:00:00Z,1939-01-01T00:00:00Z
Alberto Zozaya,association football,1908-04-13T00:00:00Z,1981-02-17T00:00:00Z,1929-01-01T00:00:00Z,1940-01-01T00:00:00Z
Alceo Lipizer,association football,1921-04-08T00:00:00Z,1990-09-04T00:00:00Z,1937-01-01T00:00:00Z,1954-01-01T00:00:00Z
Alcides Ghiggia,association football,1926-11-22T00:00:00Z,2015-07-16T00:00:00Z,1945-01-01T00:00:00Z,1968-01-01T00:00:00Z
Alcides Ghiggia,association football,1926-12-22T00:00:00Z,2015-07-16T00:00:00Z,1945-01-01T00:00:00Z,1968-01-01T00:00:00Z
Alcindo,association football,1945-03-31T00:00:00Z,2016-08-27T00:00:00Z,1964-01-01T00:00:00Z,1978-01-01T00:00:00Z
Aldo Ballarin,association football,1922-01-10T00:00:00Z,1949-05-04T00:00:00Z,1939-01-01T00:00:00Z,1949-01-01T00:00:00Z
Aldo Bet,association football,1949-03-26T00:00:00Z,2023-11-12T00:00:00Z,1967-01-01T00:00:00Z,1982-01-01T00:00:00Z
Aldo Boffi,association football,1915-02-26T00:00:00Z,1987-10-26T00:00:00Z,1934-01-01T00:00:00Z,1952-01-01T00:00:00Z
Aldo Donati,association football,1910-09-29T00:00:00Z,1984-11-03T00:00:00Z,1929-01-01T00:00:00Z,1946-01-01T00:00:00Z
Aldo Donelli,association football,1907-07-22T00:00:00Z,1994-08-09T00:00:00Z,1925-01-01T00:00:00Z,1938-01-01T00:00:00Z
Aldo Maldera,association football,1953-10-14T00:00:00Z,2012-08-01T00:00:00Z,1972-01-01T00:00:00Z,1987-01-01T00:00:00Z
Aldo Vollono,association football,1906-08-03T00:00:00Z,1946-06-05T00:00:00Z,1928-01-01T00:00:00Z,1934-01-01T00:00:00Z
Alec Gaskell,association football,1932-07-30T00:00:00Z,2014-03-14T00:00:00Z,1950-01-01T00:00:00Z,1962-01-01T00:00:00Z
Alejandro Morera Soto,association football,1909-07-14T00:00:00Z,1995-03-26T00:00:00Z,1925-01-01T00:00:00Z,1947-01-01T00:00:00Z
Alejandro Peñaranda,association football,1993-11-04T00:00:00Z,2018-06-01T00:00:00Z,2013-10-27T00:00:00Z,2017-05-13T00:00:00Z
Alejandro Silva Vilches,association football,1947-12-31T00:00:00Z,2018-12-21T00:00:00Z,1969-01-01T00:00:00Z,1978-01-01T00:00:00Z
Aleko Yordan,association football,1938-01-10T00:00:00Z,2019-09-21T00:00:00Z,1956-01-01T00:00:00Z,1971-01-01T00:00:00Z
Aleksandr Donder,association football,1946-06-09T00:00:00Z,2015-01-26T00:00:00Z,1963-01-01T00:00:00Z,1968-01-01T00:00:00Z
Aleksandr Kolpovski,association football,1953-02-27T00:00:00Z,2015-09-23T00:00:00Z,1972-01-01T00:00:00Z,1987-01-01T00:00:00Z
Aleksandr Ponomarev,association football,1918-04-23T00:00:00Z,1973-06-07T00:00:00Z,1936-01-01T00:00:00Z,1952-01-01T00:00:00Z
Aleksandr Syomin,association football,1943-08-09T00:00:00Z,2016-10-14T00:00:00Z,1963-01-01T00:00:00Z,1972-01-01T00:00:00Z
Alen Pamić,association football,1989-10-15T00:00:00Z,2013-06-21T00:00:00Z,2007-01-01T00:00:00Z,2013-01-01T00:00:00Z
Alessio Nicolè,association football,1935-02-16T00:00:00Z,2013-02-09T00:00:00Z,1955-01-01T00:00:00Z,1963-01-01T00:00:00Z
Alex Forbes,association football,1925-01-21T00:00:00Z,2014-07-28T00:00:00Z,1944-01-01T00:00:00Z,1958-01-01T00:00:00Z
Alex Forbes,ice hockey,1925-01-21T00:00:00Z,2014-07-28T00:00:00Z,1944-01-01T00:00:00Z,1958-01-01T00:00:00Z
Alex Russell,association football,1922-11-30T00:00:00Z,2014-02-24T00:00:00Z,1941-01-01T00:00:00Z,1960-01-01T00:00:00Z
Alex Thépot,association football,1906-07-30T00:00:00Z,1989-02-20T00:00:00Z,1922-01-01T00:00:00Z,1936-01-01T00:00:00Z
Alexander Fu Sheng,karate,1954-10-20T00:00:00Z,1983-07-07T00:00:00Z,1972-01-01T00:00:00Z,1983-01-01T00:00:00Z
Alexandre Baptista,association football,1942-02-17T00:00:00Z,2024-03-03T00:00:00Z,1960-01-01T00:00:00Z,1971-01-01T00:00:00Z
Alexandru Apolzan,association football,1927-02-06T00:00:00Z,1982-12-23T00:00:00Z,1941-01-01T00:00:00Z,1962-01-01T00:00:00Z
Alf Bentley,association football,1887-09-15T00:00:00Z,1940-04-15T00:00:00Z,1906-01-01T00:00:00Z,1926-01-01T00:00:00Z
Alfons Lemmens,association football,1919-04-19T00:00:00Z,2013-01-18T00:00:00Z,1943-01-01T00:00:00Z,1946-01-01T00:00:00Z
Alfonso Lara,association football,1946-04-27T00:00:00Z,2013-08-13T00:00:00Z,1968-01-01T00:00:00Z,1979-01-01T00:00:00Z
Alfonso Navarro Bruna,association football,1938-01-07T00:00:00Z,2016-08-02T00:00:00Z,1956-01-01T00:00:00Z,1967-01-01T00:00:00Z
Alfonso Navarro Perona,association football,1929-04-08T00:00:00Z,1969-08-10T00:00:00Z,1946-01-01T00:00:00Z,1957-01-01T00:00:00Z
Alfonso Olaso,association football,1905-03-17T00:00:00Z,1937-12-01T00:00:00Z,1926-01-01T00:00:00Z,1933-01-01T00:00:00Z
Alfonso Silva,association football,1926-03-19T00:00:00Z,2007-02-16T00:00:00Z,1946-01-01T00:00:00Z,1958-01-01T00:00:00Z
Alfred Birlem,association football,1888-01-10T00:00:00Z,1956-04-13T00:00:00Z,1924-01-01T00:00:00Z,1939-01-01T00:00:00Z
Alfred Hayes,judo,1928-08-08T00:00:00Z,2005-07-21T00:00:00Z,1950-01-01T00:00:00Z,1995-01-01T00:00:00Z
Alfred Niepieklo,association football,1927-06-11T00:00:00Z,2014-04-02T00:00:00Z,1945-01-01T00:00:00Z,1960-01-01T00:00:00Z
Alfred Preissler,association football,1921-04-09T00:00:00Z,2003-07-15T00:00:00Z,1946-01-01T00:00:00Z,1958-01-01T00:00:00Z
Alfred Ratnik,association football,http://www.wikidata.org/.well-known/genid/12f51121acd148255b5612f468d4186e,http://www.wikidata.org/.well-known/genid/b9e7f7ba9d13d92aa1dfa09569ecc397,1928-01-01T00:00:00Z,1935-01-01T00:00:00Z
Alfred Teinitzer,association football,1929-07-29T00:00:00Z,2021-04-20T00:00:00Z,1949-01-01T00:00:00Z,1964-01-01T00:00:00Z
Alfred Zijai,association football,1961-02-07T00:00:00Z,2013-02-11T00:00:00Z,1979-01-01T00:00:00Z,1991-01-01T00:00:00Z
Alfredo Castillo,association football,1926-01-01T00:00:00Z,2005-02-07T00:00:00Z,1941-01-01T00:00:00Z,1957-01-01T00:00:00Z
Alfredo Elli,association football,1899-01-01T00:00:00Z,1975-09-30T00:00:00Z,1914-01-01T00:00:00Z,1928-01-01T00:00:00Z
Alfredo Fógel,association football,1919-02-11T00:00:00Z,1991-01-01T00:00:00Z,1936-01-01T00:00:00Z,1954-01-01T00:00:00Z
Alfredo Garasini,association football,1897-01-01T00:00:00Z,1950-01-06T00:00:00Z,1916-01-01T00:00:00Z,1928-01-01T00:00:00Z
Alfredo Graciani,association football,1965-01-06T00:00:00Z,2021-04-21T00:00:00Z,1981-01-01T00:00:00Z,1998-01-01T00:00:00Z
Alfredo Jiménez,association football,1951-09-05T00:00:00Z,2022-12-27T00:00:00Z,1975-01-01T00:00:00Z,1981-01-01T00:00:00Z
Alfredo Martín,association football,1894-04-30T00:00:00Z,1955-10-24T00:00:00Z,1914-01-01T00:00:00Z,1923-01-01T00:00:00Z
Alfredo Nuñez,association football,1960-02-16T00:00:00Z,2008-03-15T00:00:00Z,1980-01-01T00:00:00Z,1995-01-01T00:00:00Z
Alfredo Obberti,association football,1945-08-12T00:00:00Z,2021-07-05T00:00:00Z,1962-01-01T00:00:00Z,1975-01-01T00:00:00Z
Alfredo Pascual,association football,1945-06-09T00:00:00Z,2014-05-09T00:00:00Z,1965-01-01T00:00:00Z,1976-01-01T00:00:00Z
Alfredo Pérez,association football,1929-04-10T00:00:00Z,1994-08-23T00:00:00Z,1949-01-01T00:00:00Z,1960-01-01T00:00:00Z
Alfredo Rojas,association football,1937-02-20T00:00:00Z,2023-06-16T00:00:00Z,1956-01-01T00:00:00Z,1972-01-01T00:00:00Z
Alfredo Scarpati,association football,1886-10-02T00:00:00Z,2000-01-01T00:00:00Z,1905-04-21T00:00:00Z,1905-04-30T00:00:00Z
Alfredo Tomassini,association football,1964-06-29T00:00:00Z,1987-12-08T00:00:00Z,1983-01-01T00:00:00Z,1987-01-01T00:00:00Z
Alfredo Travia,association football,1924-02-22T00:00:00Z,2000-10-17T00:00:00Z,1946-01-01T00:00:00Z,1956-01-01T00:00:00Z
Alfredo Woodward,association football,1900-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/05c7f5265db160dec18018126551dbdb,1912-01-01T00:00:00Z,1919-01-01T00:00:00Z
Ali Beratlıgil,association football,1931-01-01T00:00:00Z,2016-02-01T00:00:00Z,1951-01-01T00:00:00Z,1963-01-01T00:00:00Z
Ali Beratlıgil,association football,1931-10-21T00:00:00Z,2016-02-01T00:00:00Z,1951-01-01T00:00:00Z,1963-01-01T00:00:00Z
Ali İhsan Karayiğit,association football,1928-01-01T00:00:00Z,2013-03-18T00:00:00Z,1948-01-01T00:00:00Z,1960-01-01T00:00:00Z
Alick Lihuhu,association football,1981-01-01T00:00:00Z,2013-07-25T00:00:00Z,2001-01-01T00:00:00Z,2013-01-01T00:00:00Z
Alketas Panagoulias,association football,1934-05-30T00:00:00Z,2012-06-18T00:00:00Z,1967-01-01T00:00:00Z,2012-01-01T00:00:00Z
Allal Ben Kassou,association football,1941-11-30T00:00:00Z,2013-10-29T00:00:00Z,1959-01-01T00:00:00Z,1972-01-01T00:00:00Z
Allora,association football,http://www.wikidata.org/.well-known/genid/eedd42ebf2c1553f8c5808af158de339,2000-01-01T00:00:00Z,1922-01-01T00:00:00Z,1923-01-01T00:00:00Z
Almir Kayumov,association football,1964-12-30T00:00:00Z,2013-08-07T00:00:00Z,1981-01-01T00:00:00Z,1998-01-01T00:00:00Z
Alphonso Portugal,association football,1934-01-21T00:00:00Z,2016-06-12T00:00:00Z,1955-01-01T00:00:00Z,1967-01-01T00:00:00Z
Amadeo Ibáñez Tormo,association football,1916-02-22T00:00:00Z,1979-11-24T00:00:00Z,1935-01-01T00:00:00Z,1951-01-01T00:00:00Z
Amadeo Labarta,association football,1905-03-31T00:00:00Z,1989-07-30T00:00:00Z,1925-01-01T00:00:00Z,1936-01-01T00:00:00Z
Amado Arana Urigüen,association football,1900-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/3c06efa21b9c19735428d5b115001638,1901-01-01T00:00:00Z,1904-01-01T00:00:00Z
Amaral,association football,1954-12-21T00:00:00Z,2024-05-31T00:00:00Z,1971-01-01T00:00:00Z,1986-01-01T00:00:00Z
Amaro Dauder i Guardiola,association football,1931-05-02T00:00:00Z,2003-06-25T00:00:00Z,1957-01-01T00:00:00Z,1964-01-01T00:00:00Z
Amby Fogarty,association football,1933-09-11T00:00:00Z,2016-01-03T00:00:00Z,1953-01-01T00:00:00Z,1975-01-01T00:00:00Z
Amedeo Cattani,association football,1924-04-17T00:00:00Z,2013-01-12T00:00:00Z,1939-01-01T00:00:00Z,1959-01-01T00:00:00Z
Amer Abdel Maksoud,association football,1960-01-01T00:00:00Z,2013-08-14T00:00:00Z,1980-01-01T00:00:00Z,1993-01-01T00:00:00Z
Amleto Frignani,association football,1932-03-05T00:00:00Z,1997-03-02T00:00:00Z,1949-01-01T00:00:00Z,1962-01-01T00:00:00Z
Amos Mkhari,association football,2000-01-01T00:00:00Z,2014-10-07T00:00:00Z,1974-01-01T00:00:00Z,1986-01-01T00:00:00Z
Américo Canas,association football,1934-01-12T00:00:00Z,2014-04-07T00:00:00Z,1945-01-01T00:00:00Z,1970-01-01T00:00:00Z
Américo Lopes,association football,1933-03-06T00:00:00Z,2023-09-22T00:00:00Z,1952-01-01T00:00:00Z,1969-01-01T00:00:00Z
Américo Tesoriere,association football,1899-03-18T00:00:00Z,1977-12-30T00:00:00Z,1918-01-01T00:00:00Z,1927-01-01T00:00:00Z
Amílcar Barbuy,association football,1893-03-29T00:00:00Z,1965-08-24T00:00:00Z,1913-01-01T00:00:00Z,1932-01-01T00:00:00Z
Amílcar Barbuy,association football,1893-04-29T00:00:00Z,1965-08-24T00:00:00Z,1913-01-01T00:00:00Z,1932-01-01T00:00:00Z
Amílcar Henríquez,association football,1983-08-02T00:00:00Z,2017-04-15T00:00:00Z,2003-01-01T00:00:00Z,2017-04-15T00:00:00Z
Anacleto Macías,association football,1911-07-13T00:00:00Z,1987-12-12T00:00:00Z,1927-01-01T00:00:00Z,1931-01-01T00:00:00Z
Anastasio Prieto,association football,1899-02-15T00:00:00Z,1963-03-04T00:00:00Z,1918-01-01T00:00:00Z,1934-01-01T00:00:00Z
Anatoli Bashashkin,association football,1924-02-23T00:00:00Z,2002-07-27T00:00:00Z,1946-01-01T00:00:00Z,1958-01-01T00:00:00Z
Anatoli Bondarenko,judo,1943-12-20T00:00:00Z,2021-11-13T00:00:00Z,1962-01-01T00:00:00Z,1975-01-01T00:00:00Z
Anatoli Ilyin,association football,1931-06-27T00:00:00Z,2016-02-10T00:00:00Z,1949-01-01T00:00:00Z,1962-01-01T00:00:00Z
Anatoli Maslyonkin,association football,1930-06-29T00:00:00Z,1988-05-16T00:00:00Z,1954-01-01T00:00:00Z,1966-01-01T00:00:00Z
Anatoli Parov,association football,1956-09-17T00:00:00Z,2013-09-28T00:00:00Z,1975-01-01T00:00:00Z,1991-01-01T00:00:00Z
Anatoliy Konkov,association football,1949-09-19T00:00:00Z,2024-10-04T00:00:00Z,1965-01-01T00:00:00Z,1981-01-01T00:00:00Z
Anatoliy Novikov,judo,1947-01-17T00:00:00Z,2022-01-19T00:00:00Z,1968-01-01T00:00:00Z,1973-01-01T00:00:00Z
Anatoliy Rodin,association football,1937-01-08T00:00:00Z,2013-10-09T00:00:00Z,1956-01-01T00:00:00Z,1968-01-01T00:00:00Z
Anatoly Budayev,association football,1969-03-31T00:00:00Z,2013-07-18T00:00:00Z,1995-01-01T00:00:00Z,2007-01-01T00:00:00Z
Andoni Elizondo,association football,1932-08-05T00:00:00Z,1986-02-23T00:00:00Z,1952-01-01T00:00:00Z,1964-01-01T00:00:00Z
